SRR1930034	SRR1930035	SRR1930036	SRR1930037	SRR1930038	SRR1930039
ENSMUSG00000037138	1417	1507	1579	1679	1250	1138
ENSMUSG00000085391	11	6	13	7	11	9
ENSMUSG00000085280	14	14	14	9	9	18
ENSMUSG00000087131	15	11	6	9	9	11
ENSMUSG00000102984	6	6	11	7	8	10
ENSMUSG00000102541	0	0	0	0	0	1
ENSMUSG00000103531	0	0	0	0	0	0
ENSMUSG00000048814	4021	4454	4367	4838	3984	3990
ENSMUSG00000026080	1049	941	989	1221	974	995
ENSMUSG00000103647	1	1	4	2	3	3
ENSMUSG00000102447	0	0	0	0	2	0
ENSMUSG00000067604	0	0	0	0	0	0
ENSMUSG00000026078	255	214	268	288	292	260
ENSMUSG00000103046	28	37	29	33	40	31
ENSMUSG00000104188	1	0	0	1	1	0
ENSMUSG00000103182	1	0	0	0	1	0
ENSMUSG00000098833	0	0	0	0	0	0
ENSMUSG00000026077	863	691	748	985	751	700
ENSMUSG00000092553	1	3	4	3	2	8
ENSMUSG00000092563	15	8	5	13	9	5
ENSMUSG00000073702	760	864	796	1351	654	931
ENSMUSG00000003134	419	444	423	477	408	412
ENSMUSG00000102607	1	1	2	1	0	5
ENSMUSG00000065629	0	0	0	0	0	0
ENSMUSG00000104827	0	0	0	0	0	0
ENSMUSG00000003135	646	489	547	693	556	555
ENSMUSG00000085894	30	52	31	39	40	57
ENSMUSG00000077704	6	4	8	4	2	4
ENSMUSG00000048234	222	215	239	276	193	216
ENSMUSG00000064936	4	4	13	7	9	4
ENSMUSG00000102471	2	0	0	0	0	1
ENSMUSG00000050967	3189	3715	3597	3617	3304	3472
ENSMUSG00000097083	44	49	50	48	65	45
ENSMUSG00000057173	3	5	4	3	3	5
ENSMUSG00000091937	0	0	0	0	0	0
ENSMUSG00000101634	0	0	1	0	0	0
ENSMUSG00000026074	2257	2458	2413	2423	2173	2129
ENSMUSG00000102985	13	13	6	11	12	16
ENSMUSG00000026073	14	10	4	9	5	7
ENSMUSG00000097899	19	15	14	17	22	25
ENSMUSG00000102975	0	1	1	0	0	0
ENSMUSG00000026072	64	54	52	70	66	59
ENSMUSG00000103560	3	5	5	5	12	11
ENSMUSG00000070942	10	9	4	9	12	9
ENSMUSG00000103230	0	1	0	1	1	0
ENSMUSG00000026069	2	2	1	5	5	0
ENSMUSG00000026070	3	0	3	0	2	2
ENSMUSG00000026068	1	0	2	2	5	2
ENSMUSG00000104441	0	0	0	0	0	0
ENSMUSG00000026065	20	22	8	14	9	8
ENSMUSG00000102676	0	0	0	0	0	0
ENSMUSG00000026062	186	107	156	179	174	155
ENSMUSG00000103679	0	1	1	2	1	1
ENSMUSG00000103270	4	3	3	3	4	5
ENSMUSG00000041945	31	24	33	32	30	26
ENSMUSG00000079588	0	4	0	3	1	0
ENSMUSG00000094136	0	0	0	0	0	0
ENSMUSG00000104072	0	0	0	0	0	0
ENSMUSG00000100185	0	0	0	0	0	0
ENSMUSG00000100832	3	8	8	11	9	8
ENSMUSG00000100178	1	0	0	0	0	0
ENSMUSG00000101877	0	0	0	0	0	0
ENSMUSG00000053640	3	0	1	5	4	3
ENSMUSG00000101919	0	0	0	0	0	0
ENSMUSG00000101299	96	92	105	85	90	80
ENSMUSG00000100180	3	1	2	1	1	0
ENSMUSG00000103106	0	1	0	0	0	1
ENSMUSG00000060424	692	677	658	839	694	680
ENSMUSG00000104199	7	11	9	9	6	10
ENSMUSG00000093436	52	71	80	62	74	76
ENSMUSG00000045515	3003	2998	2908	3046	2757	2564
ENSMUSG00000097063	39	38	54	68	44	58
ENSMUSG00000099784	39	47	37	36	37	45
ENSMUSG00000060679	487	489	549	565	511	577
ENSMUSG00000077448	0	1	1	2	0	0
ENSMUSG00000041907	228	266	221	267	233	229
ENSMUSG00000089088	0	1	0	0	0	1
ENSMUSG00000070939	1229	1300	1400	1438	1257	1321
ENSMUSG00000100269	2	4	2	2	4	5
ENSMUSG00000041878	22	14	15	19	19	23
ENSMUSG00000010290	608	608	599	738	564	665
ENSMUSG00000008136	757	629	804	990	764	801
ENSMUSG00000094497	0	0	0	0	0	0
ENSMUSG00000099576	0	0	0	0	0	0
ENSMUSG00000099694	0	0	0	0	0	0
ENSMUSG00000101923	0	0	0	0	0	0
ENSMUSG00000066877	761	599	668	745	616	695
ENSMUSG00000103422	4	10	7	6	10	8
ENSMUSG00000103945	14	39	27	37	27	39
ENSMUSG00000026051	23	13	24	25	18	25
ENSMUSG00000100764	9	10	11	2	10	6
ENSMUSG00000100635	4	8	6	6	6	5
ENSMUSG00000100480	12	21	9	9	11	13
ENSMUSG00000057363	553	620	508	602	559	604
ENSMUSG00000090243	32	40	30	48	39	49
ENSMUSG00000100701	19	16	16	24	17	13
ENSMUSG00000101395	0	0	0	2	2	1
ENSMUSG00000088848	0	0	0	0	0	0
ENSMUSG00000095757	0	0	0	0	0	0
ENSMUSG00000041763	1178	1357	1255	1396	1288	1361
ENSMUSG00000047343	39	30	39	41	26	34
ENSMUSG00000090106	0	0	0	0	0	1
ENSMUSG00000091844	3	2	3	4	2	1
ENSMUSG00000026049	40	50	34	62	43	51
ENSMUSG00000101104	0	0	0	0	0	0
ENSMUSG00000026047	83	94	88	103	91	98
ENSMUSG00000041684	427	459	414	556	452	508
ENSMUSG00000026048	472	483	552	624	572	531
ENSMUSG00000046828	0	0	0	2	2	3
ENSMUSG00000089703	3	0	1	2	0	0
ENSMUSG00000100966	0	0	0	0	0	0
ENSMUSG00000100769	0	0	0	0	0	0
ENSMUSG00000101567	2	10	2	11	6	9
ENSMUSG00000056870	65	57	73	114	79	74
ENSMUSG00000102319	4	4	10	11	5	9
ENSMUSG00000089877	1	0	0	0	0	0
ENSMUSG00000101701	1	0	0	0	0	0
ENSMUSG00000103071	2	0	1	4	2	5
ENSMUSG00000100434	0	0	0	0	0	0
ENSMUSG00000100013	0	0	0	0	0	0
ENSMUSG00000101251	0	0	0	0	0	0
ENSMUSG00000101937	0	5	0	2	0	3
ENSMUSG00000026043	118	71	76	175	115	111
ENSMUSG00000105211	0	0	0	0	0	0
ENSMUSG00000026042	245	168	194	331	232	261
ENSMUSG00000104476	3	2	2	3	4	7
ENSMUSG00000100218	1	0	0	0	0	0
ENSMUSG00000100361	0	0	0	0	0	0
ENSMUSG00000100894	0	0	0	0	1	0
ENSMUSG00000095121	0	0	0	0	0	0
ENSMUSG00000065255	0	0	0	0	0	0
ENSMUSG00000100843	0	0	0	0	1	0
ENSMUSG00000087764	0	0	0	0	0	0
ENSMUSG00000025995	512	536	526	650	546	553
ENSMUSG00000099850	0	0	0	0	1	0
ENSMUSG00000084817	0	1	0	0	0	1
ENSMUSG00000098549	0	0	0	0	0	0
ENSMUSG00000099381	2	2	1	1	1	1
ENSMUSG00000025993	89	61	78	128	71	99
ENSMUSG00000099946	0	1	1	0	0	0
ENSMUSG00000070896	2	3	2	1	5	1
ENSMUSG00000090682	0	0	0	0	0	0
ENSMUSG00000044457	0	0	0	0	0	0
ENSMUSG00000099432	0	0	0	1	0	0
ENSMUSG00000041144	47	39	40	77	65	75
ENSMUSG00000096047	0	0	0	0	0	0
ENSMUSG00000101262	40	29	28	43	22	34
ENSMUSG00000101337	85	106	84	131	111	90
ENSMUSG00000025986	7846	6624	6792	8977	7134	6650
ENSMUSG00000100213	81	65	62	110	74	113
ENSMUSG00000103129	3	2	3	2	4	15
ENSMUSG00000100160	3	2	0	3	1	1
ENSMUSG00000101921	0	0	0	0	0	0
ENSMUSG00000101447	0	0	0	1	0	0
ENSMUSG00000081185	3	2	2	1	2	1
ENSMUSG00000103246	0	0	0	0	0	2
ENSMUSG00000098876	0	0	0	1	0	0
ENSMUSG00000100530	0	0	0	0	0	0
ENSMUSG00000104067	0	0	0	1	0	0
ENSMUSG00000100033	59	69	54	78	59	62
ENSMUSG00000094968	0	0	0	0	0	0
ENSMUSG00000088017	0	0	0	0	0	0
ENSMUSG00000101996	0	0	0	0	0	0
ENSMUSG00000096973	1	0	0	1	0	0
ENSMUSG00000064943	0	0	0	0	0	0
ENSMUSG00000100866	0	0	0	0	0	0
ENSMUSG00000101721	0	0	0	0	0	0
ENSMUSG00000099376	0	0	0	0	0	0
ENSMUSG00000097883	0	0	0	1	0	0
ENSMUSG00000092790	0	0	0	0	0	0
ENSMUSG00000099698	0	0	0	0	0	0
ENSMUSG00000099454	0	0	0	0	0	0
ENSMUSG00000051616	0	0	0	0	0	0
ENSMUSG00000099627	0	0	0	0	0	0
ENSMUSG00000099577	0	0	0	0	0	0
ENSMUSG00000099882	0	0	0	0	0	0
ENSMUSG00000101760	0	0	0	0	0	0
ENSMUSG00000099608	0	0	0	0	0	0
ENSMUSG00000099864	0	0	0	0	0	0
ENSMUSG00000098249	0	0	0	0	0	0
ENSMUSG00000100451	0	0	0	0	0	0
ENSMUSG00000099941	0	0	0	0	0	0
ENSMUSG00000084531	0	0	0	0	0	0
ENSMUSG00000100816	0	0	0	0	0	1
ENSMUSG00000026109	975	1055	1039	930	823	839
ENSMUSG00000100671	4	3	2	2	3	4
ENSMUSG00000092906	0	1	1	3	0	2
ENSMUSG00000101242	5	6	5	6	4	7
ENSMUSG00000099924	53	64	45	37	40	48
ENSMUSG00000099625	26	44	28	34	30	37
ENSMUSG00000101799	7	13	15	10	4	14
ENSMUSG00000045954	247	241	238	260	239	254
ENSMUSG00000099741	3	0	0	1	2	1
ENSMUSG00000101702	0	0	0	0	0	0
ENSMUSG00000026107	193	232	207	269	186	192
ENSMUSG00000099413	0	3	1	8	2	3
ENSMUSG00000103424	0	0	0	0	0	0
ENSMUSG00000101741	1	0	1	1	2	0
ENSMUSG00000018417	980	1162	1041	741	803	772
ENSMUSG00000101724	2	2	2	3	1	0
ENSMUSG00000100313	6	5	3	1	2	4
ENSMUSG00000100696	0	1	1	0	0	0
ENSMUSG00000099135	0	0	0	0	0	0
ENSMUSG00000072324	0	1	0	0	2	0
ENSMUSG00000062939	23	26	28	29	18	17
ENSMUSG00000101628	0	0	0	1	0	0
ENSMUSG00000078291	2	1	1	2	0	0
ENSMUSG00000109599	7	4	8	13	4	1
ENSMUSG00000026104	108	113	135	151	107	111
ENSMUSG00000099569	7	4	0	9	2	4
ENSMUSG00000026103	8086	8211	8330	8992	7410	8170
ENSMUSG00000099648	0	0	0	0	0	0
ENSMUSG00000065192	0	0	0	0	0	0
ENSMUSG00000002881	744	777	748	840	705	706
ENSMUSG00000097833	2	7	5	5	2	5
ENSMUSG00000101501	7	4	8	19	10	16
ENSMUSG00000100120	4	2	5	9	7	7
ENSMUSG00000099878	0	0	0	2	1	0
ENSMUSG00000100007	0	0	0	0	0	0
ENSMUSG00000043015	172	152	160	157	115	150
ENSMUSG00000103630	23	23	18	16	16	21
ENSMUSG00000041439	3005	3090	3375	3516	2966	3113
ENSMUSG00000100302	16	20	20	8	15	17
ENSMUSG00000100230	0	0	0	1	0	2
ENSMUSG00000026102	730	681	644	857	663	735
ENSMUSG00000041426	125	140	160	171	137	156
ENSMUSG00000089802	0	2	1	1	2	1
ENSMUSG00000043629	144	314	289	524	304	501
ENSMUSG00000026100	5	3	9	9	5	12
ENSMUSG00000089334	0	0	0	0	0	0
ENSMUSG00000060715	4	1	4	4	4	2
ENSMUSG00000026098	194	197	228	302	206	203
ENSMUSG00000100763	0	0	3	0	0	0
ENSMUSG00000026097	77	59	66	94	51	67
ENSMUSG00000100679	0	0	0	0	0	0
ENSMUSG00000026096	324	301	313	368	305	360
ENSMUSG00000099913	6	11	1	3	4	9
ENSMUSG00000101838	0	3	3	2	3	1
ENSMUSG00000026095	48	46	42	56	33	44
ENSMUSG00000100267	0	0	0	0	0	0
ENSMUSG00000099450	0	0	0	0	0	0
ENSMUSG00000100069	4	0	3	1	0	4
ENSMUSG00000096141	23	38	28	40	27	42
ENSMUSG00000092657	0	0	0	0	0	0
ENSMUSG00000026094	191	193	220	326	237	228
ENSMUSG00000102405	0	1	2	0	0	0
ENSMUSG00000042807	2549	3706	3319	2972	3315	3357
ENSMUSG00000098443	1	0	1	2	2	0
ENSMUSG00000087949	0	1	1	3	0	1
ENSMUSG00000102868	23	16	24	33	33	34
ENSMUSG00000094013	1	0	0	0	0	0
ENSMUSG00000025983	10	8	8	13	8	17
ENSMUSG00000041303	921	946	947	1243	972	1042
ENSMUSG00000109809	2	0	0	0	0	0
ENSMUSG00000073678	1558	1621	1624	2079	1698	1784
ENSMUSG00000104136	27	34	35	42	39	50
ENSMUSG00000101130	3	4	1	6	2	5
ENSMUSG00000052331	349	374	353	404	341	371
ENSMUSG00000101674	8	4	10	6	6	11
ENSMUSG00000102503	4	7	7	4	6	8
ENSMUSG00000089245	0	0	1	0	1	0
ENSMUSG00000102642	13	14	11	8	16	17
ENSMUSG00000025982	7657	7950	7985	9826	8032	8537
ENSMUSG00000103030	2	2	1	2	0	0
ENSMUSG00000025981	326	568	484	422	429	462
ENSMUSG00000101122	6	24	18	22	9	12
ENSMUSG00000025980	1717	1937	1967	2370	1911	2053
ENSMUSG00000073676	335	377	367	445	338	263
ENSMUSG00000100736	1	2	1	2	3	1
ENSMUSG00000089670	6	5	7	12	5	5
ENSMUSG00000025979	684	781	763	965	774	768
ENSMUSG00000061863	0	1	2	1	1	1
ENSMUSG00000025978	333	348	384	434	352	300
ENSMUSG00000097649	84	59	74	83	53	61
ENSMUSG00000046994	545	575	570	665	519	673
ENSMUSG00000025977	3	4	3	2	3	2
ENSMUSG00000100215	422	417	456	635	450	516
ENSMUSG00000101945	0	1	0	0	0	1
ENSMUSG00000101085	0	1	0	0	0	0
ENSMUSG00000038349	409	636	611	514	471	502
ENSMUSG00000102145	25	37	44	24	40	50
ENSMUSG00000100309	0	0	0	0	0	0
ENSMUSG00000102831	19	17	19	24	23	33
ENSMUSG00000099950	11	4	7	11	4	10
ENSMUSG00000102491	0	0	1	1	0	1
ENSMUSG00000100372	0	0	1	0	0	0
ENSMUSG00000100944	0	0	0	0	0	0
ENSMUSG00000101332	0	0	0	0	0	0
ENSMUSG00000045336	0	0	0	0	0	0
ENSMUSG00000038331	1847	2369	1961	2080	2047	2074
ENSMUSG00000087022	477	568	579	597	624	634
ENSMUSG00000104310	15	19	13	17	18	26
ENSMUSG00000094128	0	0	1	0	1	0
ENSMUSG00000099945	1	0	0	0	0	0
ENSMUSG00000101429	4	2	4	10	6	3
ENSMUSG00000101129	0	1	0	0	0	0
ENSMUSG00000097519	0	1	0	0	1	0
ENSMUSG00000038323	646	640	668	801	701	700
ENSMUSG00000048495	199	219	210	285	213	249
ENSMUSG00000025971	219	223	248	298	222	262
ENSMUSG00000077776	0	0	0	1	0	0
ENSMUSG00000088353	0	0	0	0	0	0
ENSMUSG00000101826	0	0	0	0	0	0
ENSMUSG00000102685	0	0	0	0	0	0
ENSMUSG00000101151	0	0	0	0	0	0
ENSMUSG00000038305	437	502	443	466	452	422
ENSMUSG00000091283	1	0	1	1	0	3
ENSMUSG00000054770	311	300	325	365	279	364
ENSMUSG00000026039	14	16	7	14	11	12
ENSMUSG00000063558	101	80	107	146	108	128
ENSMUSG00000064294	50	32	64	52	53	62
ENSMUSG00000089275	0	0	0	0	0	0
ENSMUSG00000038242	28	46	33	51	33	43
ENSMUSG00000089822	3	1	1	2	0	8
ENSMUSG00000079554	4	9	3	2	6	2
ENSMUSG00000103839	75	59	94	95	76	84
ENSMUSG00000051223	3358	3498	3382	4125	3518	3494
ENSMUSG00000026034	2856	3459	3508	3668	3194	3156
ENSMUSG00000026035	281	242	285	400	285	264
ENSMUSG00000026036	280	283	301	394	293	312
ENSMUSG00000026037	452	551	548	659	540	553
ENSMUSG00000094245	3	5	6	2	0	3
ENSMUSG00000085054	24	18	19	19	17	24
ENSMUSG00000038174	4280	4925	4855	5814	4840	5245
ENSMUSG00000026032	496	391	446	639	473	419
ENSMUSG00000100202	0	0	0	0	0	0
ENSMUSG00000099490	0	0	0	0	0	0
ENSMUSG00000059647	0	0	0	0	0	0
ENSMUSG00000047528	2	2	1	2	1	2
ENSMUSG00000102059	8	2	11	9	5	5
ENSMUSG00000101046	0	0	0	0	0	0
ENSMUSG00000026031	273	287	314	360	301	315
ENSMUSG00000100236	0	0	0	0	0	0
ENSMUSG00000026029	28	26	32	45	40	26
ENSMUSG00000102719	2	6	0	3	2	3
ENSMUSG00000099719	0	0	0	1	3	1
ENSMUSG00000026028	3533	3988	3950	4422	3937	4207
ENSMUSG00000026027	362	417	346	436	337	416
ENSMUSG00000047383	1	0	2	1	0	0
ENSMUSG00000099752	0	0	0	0	0	0
ENSMUSG00000072295	2	1	1	2	0	2
ENSMUSG00000077616	0	0	0	0	0	0
ENSMUSG00000038079	353	355	377	532	425	447
ENSMUSG00000097573	12	6	9	10	5	6
ENSMUSG00000079550	10	13	8	39	13	14
ENSMUSG00000101586	11	16	24	16	17	17
ENSMUSG00000099563	2	3	1	0	0	2
ENSMUSG00000026024	1013	1115	1023	1272	1054	1163
ENSMUSG00000026023	3	7	8	10	6	5
ENSMUSG00000099922	0	0	0	0	0	0
ENSMUSG00000104502	0	0	0	0	0	0
ENSMUSG00000041075	190	141	187	200	178	199
ENSMUSG00000097819	2	2	1	1	1	2
ENSMUSG00000047361	161	219	198	194	148	185
ENSMUSG00000099811	0	0	1	1	2	0
ENSMUSG00000101409	0	0	0	0	0	0
ENSMUSG00000026021	1134	1368	1490	1689	1388	1363
ENSMUSG00000089276	0	0	1	0	1	2
ENSMUSG00000103821	26	26	24	25	37	49
ENSMUSG00000101400	0	0	1	3	0	0
ENSMUSG00000026020	842	1037	960	990	970	1026
ENSMUSG00000077345	1	1	0	0	0	0
ENSMUSG00000077358	0	0	0	0	0	0
ENSMUSG00000089512	0	0	3	2	2	2
ENSMUSG00000089093	0	0	0	0	0	0
ENSMUSG00000067336	5404	7201	6136	6926	6434	6733
ENSMUSG00000104052	16	15	17	17	15	19
ENSMUSG00000103131	0	4	2	2	2	4
ENSMUSG00000041040	803	1057	987	1058	971	1026
ENSMUSG00000103696	47	71	58	56	56	88
ENSMUSG00000100901	9	12	13	13	6	15
ENSMUSG00000026018	866	907	931	1172	940	1096
ENSMUSG00000026019	606	605	655	892	654	700
ENSMUSG00000026017	484	518	523	626	478	582
ENSMUSG00000082609	1	0	3	3	3	0
ENSMUSG00000073664	1479	1743	1698	1724	1494	1669
ENSMUSG00000100516	0	0	0	0	0	0
ENSMUSG00000049439	136	139	141	160	139	134
ENSMUSG00000103822	0	1	1	1	2	2
ENSMUSG00000026782	7414	7596	7688	9142	7905	8427
ENSMUSG00000026014	1152	1560	1304	1450	1382	1614
ENSMUSG00000081562	13	5	9	4	18	16
ENSMUSG00000084400	1	1	1	0	2	0
ENSMUSG00000082160	20	25	23	34	20	13
ENSMUSG00000103215	0	1	2	0	0	1
ENSMUSG00000088973	0	0	0	0	0	0
ENSMUSG00000084151	0	0	0	0	0	0
ENSMUSG00000101188	207	174	236	211	260	224
ENSMUSG00000026012	3	2	4	4	9	8
ENSMUSG00000086795	0	0	0	0	0	0
ENSMUSG00000085965	0	0	0	0	0	0
ENSMUSG00000104069	0	0	0	0	0	0
ENSMUSG00000083118	1	0	0	0	1	0
ENSMUSG00000083355	1	1	4	5	3	0
ENSMUSG00000102549	2	10	0	2	1	1
ENSMUSG00000026011	0	1	1	1	1	1
ENSMUSG00000081382	10	10	8	10	8	6
ENSMUSG00000080800	0	0	0	1	0	0
ENSMUSG00000026009	1	1	0	0	0	1
ENSMUSG00000102561	0	0	0	0	0	0
ENSMUSG00000082804	4	1	0	0	0	2
ENSMUSG00000082661	0	0	0	0	0	1
ENSMUSG00000080785	0	0	0	0	0	0
ENSMUSG00000100893	0	0	0	0	0	0
ENSMUSG00000085248	0	0	0	0	0	0
ENSMUSG00000085447	0	0	0	0	0	0
ENSMUSG00000086408	0	0	0	0	0	0
ENSMUSG00000089546	0	0	0	0	0	0
ENSMUSG00000100965	0	0	0	0	0	0
ENSMUSG00000102168	0	0	0	0	0	0
ENSMUSG00000100381	0	0	0	0	0	0
ENSMUSG00000086009	0	0	0	0	0	0
ENSMUSG00000052062	90	70	82	79	85	111
ENSMUSG00000103656	4	4	0	2	0	1
ENSMUSG00000104402	1	0	0	0	3	3
ENSMUSG00000104081	1	2	1	0	1	0
ENSMUSG00000085842	1	0	0	4	0	1
ENSMUSG00000103002	3	2	0	3	3	7
ENSMUSG00000100344	0	0	0	1	0	0
ENSMUSG00000101509	0	0	0	0	0	1
ENSMUSG00000085019	0	0	0	0	0	1
ENSMUSG00000102359	2	0	1	0	0	2
ENSMUSG00000085400	0	0	0	1	0	0
ENSMUSG00000100750	0	0	0	0	0	0
ENSMUSG00000081950	0	0	0	0	0	0
ENSMUSG00000084333	0	0	0	1	0	1
ENSMUSG00000025969	463	527	495	438	498	406
ENSMUSG00000100811	4	1	9	1	8	6
ENSMUSG00000103032	2	4	2	6	0	3
ENSMUSG00000100426	0	0	0	0	0	2
ENSMUSG00000040865	943	1170	1073	1155	1071	1171
ENSMUSG00000104991	0	0	0	0	0	0
ENSMUSG00000088953	0	0	0	0	0	1
ENSMUSG00000081617	1	1	0	0	0	0
ENSMUSG00000081429	1	1	2	2	1	5
ENSMUSG00000084799	65	72	65	75	64	61
ENSMUSG00000101599	267	253	283	313	282	359
ENSMUSG00000025968	2125	2079	2343	2761	2004	2319
ENSMUSG00000077884	0	0	0	0	1	0
ENSMUSG00000025967	824	918	976	1124	770	893
ENSMUSG00000098850	0	0	0	0	0	0
ENSMUSG00000064612	2	4	0	1	1	1
ENSMUSG00000105060	0	0	0	0	0	0
ENSMUSG00000064602	0	2	3	0	3	0
ENSMUSG00000046856	7	18	13	24	13	14
ENSMUSG00000094290	0	0	0	0	0	0
ENSMUSG00000086730	1	0	1	0	1	1
ENSMUSG00000102536	0	0	0	0	0	0
ENSMUSG00000087561	1	0	1	2	0	0
ENSMUSG00000092705	0	0	0	0	0	0
ENSMUSG00000027520	801	1070	829	649	657	700
ENSMUSG00000094214	1	0	0	0	0	0
ENSMUSG00000083039	0	0	0	0	0	0
ENSMUSG00000081643	11	10	14	17	5	6
ENSMUSG00000025964	2957	3782	3866	3476	3522	3664
ENSMUSG00000087823	2	1	0	2	0	0
ENSMUSG00000069085	0	0	1	1	3	1
ENSMUSG00000083066	0	0	0	0	0	0
ENSMUSG00000025963	9	8	11	16	10	14
ENSMUSG00000025962	431	368	431	572	407	414
ENSMUSG00000025961	22	32	25	25	23	13
ENSMUSG00000080817	1	1	1	0	0	0
ENSMUSG00000082373	4	2	1	1	1	2
ENSMUSG00000044689	2	4	1	3	6	0
ENSMUSG00000025959	707	795	725	850	657	757
ENSMUSG00000097272	0	0	0	0	0	0
ENSMUSG00000098487	0	1	0	1	0	2
ENSMUSG00000086836	1	1	3	3	1	9
ENSMUSG00000086721	0	0	1	0	0	0
ENSMUSG00000101895	2	0	0	1	3	1
ENSMUSG00000093228	0	0	0	0	0	0
ENSMUSG00000099658	0	0	0	0	0	0
ENSMUSG00000025958	1464	1765	1781	2106	1753	1797
ENSMUSG00000025956	176	145	143	168	139	140
ENSMUSG00000101832	5	0	1	3	1	1
ENSMUSG00000100437	0	0	0	0	1	0
ENSMUSG00000087213	4	4	5	9	1	4
ENSMUSG00000070871	123	260	220	223	221	174
ENSMUSG00000045005	24	28	29	32	24	19
ENSMUSG00000102140	3	2	6	2	3	5
ENSMUSG00000051344	1363	1567	1574	1527	1376	1428
ENSMUSG00000097264	6	2	1	4	2	4
ENSMUSG00000084416	26	43	81	52	42	51
ENSMUSG00000077471	0	0	0	0	0	0
ENSMUSG00000025955	0	0	0	1	0	0
ENSMUSG00000090042	0	0	0	0	0	0
ENSMUSG00000070870	0	0	0	0	0	0
ENSMUSG00000067299	0	0	0	0	0	0
ENSMUSG00000025952	0	0	0	0	0	0
ENSMUSG00000073658	0	0	0	0	0	0
ENSMUSG00000100774	76	0	0	0	0	0
ENSMUSG00000044429	0	0	3	2	3	4
ENSMUSG00000100846	0	0	0	0	0	0
ENSMUSG00000044816	30	36	31	52	44	53
ENSMUSG00000025950	460	528	489	578	469	448
ENSMUSG00000025949	2169	2562	2504	2981	2551	2735
ENSMUSG00000025946	12	14	11	18	16	22
ENSMUSG00000100503	0	0	0	0	0	0
ENSMUSG00000100504	0	0	0	0	0	0
ENSMUSG00000099383	0	0	0	0	0	0
ENSMUSG00000100340	0	0	0	0	0	0
ENSMUSG00000100439	0	0	0	0	0	0
ENSMUSG00000099819	0	0	0	0	0	0
ENSMUSG00000082565	0	0	0	0	0	0
ENSMUSG00000082774	2	0	0	2	0	0
ENSMUSG00000025945	0	0	0	0	0	0
ENSMUSG00000081623	0	0	0	0	0	0
ENSMUSG00000083242	0	0	0	0	0	0
ENSMUSG00000083289	2	1	2	0	0	1
ENSMUSG00000015222	35967	38479	37445	44582	38575	39769
ENSMUSG00000088850	1	3	2	3	6	8
ENSMUSG00000073656	45	66	37	46	42	72
ENSMUSG00000065694	0	4	2	0	3	2
ENSMUSG00000055567	11614	13029	12762	13820	12992	13742
ENSMUSG00000103375	79	99	75	95	82	118
ENSMUSG00000026005	247	323	286	362	303	323
ENSMUSG00000026004	561	703	646	738	586	678
ENSMUSG00000102559	88	108	78	105	84	121
ENSMUSG00000102374	94	87	90	123	95	120
ENSMUSG00000102776	89	77	75	111	95	144
ENSMUSG00000082057	30	42	28	34	27	30
ENSMUSG00000103706	77	77	67	56	78	96
ENSMUSG00000103756	28	20	23	24	36	35
ENSMUSG00000103382	40	51	38	41	47	52
ENSMUSG00000103553	6	3	9	8	8	6
ENSMUSG00000026003	183	215	208	261	204	211
ENSMUSG00000082769	5	3	0	2	2	1
ENSMUSG00000089420	0	0	0	0	0	0
ENSMUSG00000077328	0	0	0	0	0	0
ENSMUSG00000061816	3	10	7	15	7	9
ENSMUSG00000094191	1	3	2	3	2	3
ENSMUSG00000082212	2	3	0	2	1	2
ENSMUSG00000026000	2342	2279	2682	2952	2368	2411
ENSMUSG00000025991	9	7	11	9	17	18
ENSMUSG00000086204	0	1	0	0	0	0
ENSMUSG00000077745	0	0	0	0	1	0
ENSMUSG00000082473	0	0	1	0	1	1
ENSMUSG00000095282	0	0	0	0	0	0
ENSMUSG00000085075	0	0	0	0	0	0
ENSMUSG00000104395	0	0	0	0	0	0
ENSMUSG00000096031	0	0	0	0	0	0
ENSMUSG00000087329	0	1	0	1	0	1
ENSMUSG00000062209	3168	3321	3368	3977	3542	3725
ENSMUSG00000102449	8	1	2	3	7	10
ENSMUSG00000083795	8	3	5	10	6	14
ENSMUSG00000080539	0	0	1	0	0	0
ENSMUSG00000103307	7	5	6	11	6	11
ENSMUSG00000104508	7	8	16	4	6	11
ENSMUSG00000103642	26	37	57	37	55	69
ENSMUSG00000103809	4	7	13	8	4	6
ENSMUSG00000087514	9	12	14	17	6	11
ENSMUSG00000084332	0	0	0	0	0	0
ENSMUSG00000101387	0	0	0	0	0	0
ENSMUSG00000099804	1	2	0	1	2	2
ENSMUSG00000100354	2	7	2	3	3	11
ENSMUSG00000101156	3	3	3	5	1	3
ENSMUSG00000025997	195	216	192	242	229	258
ENSMUSG00000100815	4	5	3	8	4	2
ENSMUSG00000099954	4	4	5	1	5	2
ENSMUSG00000103402	0	0	0	0	1	0
ENSMUSG00000053153	6	7	4	5	4	6
ENSMUSG00000089345	0	0	0	0	0	0
ENSMUSG00000080524	0	0	0	0	0	0
ENSMUSG00000101730	1	0	0	1	1	0
ENSMUSG00000103052	0	0	0	0	0	0
ENSMUSG00000104287	0	0	0	0	0	0
ENSMUSG00000075952	0	0	0	0	0	0
ENSMUSG00000045648	526	621	655	520	462	401
ENSMUSG00000026196	14	16	12	19	7	14
ENSMUSG00000089965	0	0	0	0	1	0
ENSMUSG00000101551	1	1	0	0	0	0
ENSMUSG00000050296	22	22	26	40	26	28
